6000, 960
5500, 1100
5000, 970
4500, 1100
4000, 1000
3500, 1100
3000, 1000
2500, 1000
2000, 1100
1500, 1100
1000, 1000
500, 1100
0, 1030
-500, 1100
-1000, 1030
-1500, 1100
-2000, 1030
-2500, 1100
